enrollee_id,Has relevent experience,No relevent experience
17897,Male,
17902,Female,
17905,Male,
17906,0,
17907,Male,
17910,,0
17911,Female,
17913,Male,
17914,,Male
17916,Male,
17918,Male,
17922,Male,
17926,Female,
17927,Male,
17928,0,
17929,Male,
17931,Male,
17934,,Male
17935,Male,
17936,Male,
17937,,Male
17939,Male,
17940,,Male
17941,,0
17942,Female,
17943,Male,
17945,Male,
17946,,Male
17947,Male,
17948,Male,
17951,Male,
17954,,0
17955,,Male
17957,,0
17959,,Male
17961,0,
17963,,0
17964,Male,
17965,,0
17966,,0
17967,Male,
17969,0,
17972,Male,
17974,0,
17976,,Male
17977,Female,
17980,,Male
17981,Male,
17982,,0
17984,Male,
17986,0,
17987,Male,
17988,Male,
17990,,Male
17992,,Male
17994,Male,
17995,Male,
17996,,Male
17998,Male,
18000,,Male
18001,Male,
18002,Male,
18006,Male,
18008,Male,
18009,,0
18010,Male,
18011,Male,
18014,,Male
18016,Male,
18017,,Male
18022,Male,
18024,,Male
18025,Male,
18026,,Male
18027,,0
18028,,Male
18029,0,
18031,Male,
18033,Male,
18034,Male,
18035,0,
18037,,Female
18039,Male,
18040,Male,
18041,Male,
18042,Male,
18044,,0
18045,,Male
18047,0,
18048,Male,
18051,Male,
18052,,0
18054,Male,
18055,0,
18056,Male,
18058,,Male
18062,Male,
18065,Male,
18066,Male,
18067,0,
18068,Male,
18069,Male,
18072,,Male
18073,,0
18075,Male,
18076,Male,
18077,Male,
18078,,Male
18079,,0
18080,,Male
18082,,Male
18084,Male,
18085,Male,
18086,Male,
18087,Male,
18088,,Male
18089,,Male
18091,Male,
18092,0,
18093,Male,
18094,,Male
18096,0,
18098,0,
18099,0,
18103,Female,
18105,Male,
18109,Male,
18110,Male,
18112,Male,
18113,Male,
18116,,Male
18121,Male,
18122,Male,
18123,Male,
18125,Male,
18126,0,
18127,Male,
18130,,Female
18131,,Male
18134,Male,
18137,Female,
18143,Male,
18144,,Male
18145,Male,
18146,Male,
18147,Male,
18148,,0
18150,Male,
18151,Male,
18157,Male,
18161,,0
18164,Female,
18167,Male,
18168,Male,
18170,Male,
18172,,0
18173,Male,
18176,,0
18177,,Male
18178,Female,
18179,,Male
18181,0,
18182,,0
18184,Male,
18186,,Female
18189,,Male
18190,,0
18191,,Male
18192,0,
18194,Male,
18195,Male,
18196,Male,
18198,Male,
18199,Male,
18204,Male,
18206,,0
18211,,0
18212,,0
18213,,0
18215,Male,
18217,Male,
18221,0,
18223,Male,
18224,Male,
18227,,0
18228,Male,
18229,,Male
18230,,Male
18231,Male,
18233,Male,
18234,Female,
18235,Male,
18236,Male,
18237,Male,
18240,Male,
18243,Male,
18245,Male,
18246,Male,
18248,0,
18249,Male,
18251,0,
18253,Male,
18254,,0
18255,,Male
18257,Female,
18259,0,
18262,Male,
18265,Male,
18269,Male,
18270,,Male
18272,0,
18274,Male,
18277,Male,
18278,,Female
18279,Male,
18280,Male,
18281,Male,
18283,,Male
18284,Male,
18288,0,
18289,,0
18291,Male,
18294,,Male
18295,Male,
18297,,Male
18299,Male,
18302,Male,
18303,,0
18304,,Male
18307,,Male
18308,0,
18309,,Male
18311,,Male
18313,,0
18315,,Male
18317,Male,
18318,Male,
18319,,0
18320,0,
18321,0,
18323,,Male
18324,,0
18326,,0
18328,Male,
18329,,Male
18330,Male,
18331,0,
18332,Male,
18333,Female,
18334,,Male
18335,Male,
18337,Female,
18339,0,
18342,0,
18343,Male,
18345,0,
18347,0,
18348,Male,
18349,Male,
18350,0,
18351,,Male
18353,Male,
18355,Female,
18358,,0
18360,,0
18361,,Male
18362,Male,
18363,Male,
18365,Male,
18366,0,
18368,0,
18370,Male,
18371,,0
18373,Male,
18376,Male,
18377,0,
18380,0,
18382,,Male
18385,0,
18386,,0
18387,,0
18388,,Other
18390,0,
18392,,Male
18394,,Male
18395,Female,
18397,,0
18398,0,
18399,Male,
18401,0,
18402,Male,
18404,Male,
18407,0,
18408,0,
18410,,0
18413,,Male
18416,0,
18417,Male,
18420,Male,
18424,,Male
18430,Male,
18433,Male,
18435,,Male
18436,Male,
18437,Male,
18439,Male,
18441,0,
18443,,Male
18444,,0
18445,0,
18446,0,
18447,Male,
18448,Male,
18450,Male,
18452,0,
18453,Female,
18454,,Female
18455,,0
18457,Male,
18458,Male,
18459,Male,
18460,0,
18461,Male,
18462,,Male
18465,Male,
18466,Male,
18467,Female,
18468,0,
18472,0,
18474,,Male
18475,Male,
18476,0,
18477,Male,
18478,,0
18479,Male,
18480,Male,
18482,Male,
18485,,Male
18487,,Male
18489,Male,
18493,,0
18496,Male,
18497,,0
18498,Male,
18499,,0
18500,Male,
18501,Male,
18504,Male,
18506,Male,
18507,Male,
18508,Male,
18510,0,
18514,Male,
18516,,0
18520,,Male
18522,,0
18523,,Male
18525,Male,
18526,Male,
18527,Male,
18528,Male,
18532,Male,
18533,Male,
18536,Female,
18537,0,
18538,Male,
18543,,Male
18545,Male,
18547,0,
18548,Male,
18549,Male,
18553,Male,
18554,Male,
18558,Male,
18561,,Male
18562,0,
18564,,0
18567,,Male
18571,Female,
18572,Male,
18576,Male,
18577,0,
18578,Male,
18580,Male,
18582,Male,
18583,0,
18584,Male,
18585,,0
18586,0,
18587,0,
18592,Male,
18594,0,
18595,,0
18596,,Male
18599,,Male
18600,0,
18601,,0
18602,Male,
18603,Female,
18605,0,
18608,Male,
18609,Male,
18613,,Male
18614,Male,
18617,Other,
18619,Male,
18620,Male,
18621,0,
18623,,Male
18624,Male,
18625,0,
18626,,0
18627,Male,
18628,Male,
18630,Male,
18631,Male,
18634,Male,
18635,,0
18636,Male,
18637,,Female
18639,Male,
18640,Male,
18641,0,
18644,Male,
18645,,Female
18646,,0
18650,Male,
18651,0,
18653,0,
18654,,Female
18655,Male,
18656,Male,
18657,,0
18659,0,
18661,0,
18662,Male,
18667,0,
18670,Female,
18671,,0
18672,0,
18673,Male,
18674,0,
18675,,Male
18678,Male,
18680,Male,
18682,Male,
18685,0,
18686,Male,
18687,Male,
18688,0,
18691,0,
18694,0,
18695,Male,
18702,,Male
18704,Male,
18705,Male,
18708,,Male
18712,,Male
18713,,0
18714,Male,
18716,Male,
18718,0,
18720,Male,
18724,Male,
18725,Male,
18726,Male,
18727,Male,
18729,Male,
18732,,Male
18736,Male,
18738,Male,
18739,Male,
18742,Male,
18743,,Male
18744,0,
18749,,0
18750,Male,
18751,Male,
18753,Male,
18754,Male,
18755,0,
18758,Male,
18759,Male,
18760,Male,
18761,Male,
18762,Male,
18763,Male,
18765,Male,
18766,Male,
18768,Male,
18770,Male,
18771,0,
18772,Male,
18773,,Male
18774,Female,
18777,,Male
18778,Male,
18783,Male,
18784,,Male
18788,Male,
18789,Male,
18791,0,
18797,0,
18798,Male,
18799,,Male
18802,,Male
18803,,Female
18804,Male,
18806,0,
18807,Male,
18809,Other,
18810,,Male
18812,Male,
18813,,Male
18814,Male,
18815,Male,
18817,,Male
18818,Male,
18819,Male,
18821,Male,
18823,Male,
18824,,Male
18826,Female,
18828,0,
18829,0,
18834,Female,
18835,Female,
18836,,0
18837,Female,
18838,Male,
18839,Male,
18840,,Male
18842,Male,
18844,Male,
18845,Male,
18848,Male,
18849,Male,
18852,,Male
18855,Male,
18858,Male,
18859,,Male
18860,Male,
18861,,0
18862,Male,
18869,Male,
18871,Male,
18872,0,
18873,,Male
18874,Male,
18875,0,
18876,Male,
18877,Male,
18878,0,
18883,,Male
18885,Male,
18886,,0
18887,Male,
18890,,Female
18892,Male,
18895,Male,
18896,0,
18899,Male,
18900,,Male
18902,Male,
18905,Male,
18906,Male,
18907,Male,
18908,,Male
18913,Male,
18914,,Male
18918,0,
18919,Male,
18921,Male,
18922,,0
18923,,Male
18924,Female,
18925,Male,
18926,Male,
18927,Male,
18930,Male,
18933,Male,
18938,Male,
18939,Male,
18941,Male,
18943,Male,
18944,0,
18946,,Male
18947,Male,
18948,,Male
18951,Male,
18952,,Male
18953,,Male
18954,,Male
18955,Male,
18957,,0
18961,,0
18962,Male,
18964,Male,
18965,Male,
18968,0,
18969,0,
18970,,Male
18971,Male,
18973,0,
18974,Female,
18978,Male,
18980,Male,
18981,Male,
18984,Male,
18987,,0
18989,,Male
18991,,Male
18993,,Male
18994,0,
18995,,0
18997,,0
18998,0,
18999,,0
19000,Male,
19002,0,
19004,,Male
19005,,Male
19006,0,
19007,Male,
19008,Male,
19009,,0
19010,Male,
19012,Male,
19014,0,
19022,Male,
19023,Male,
19025,,Male
19026,,Male
19027,Male,
19029,0,
19030,Male,
19031,Male,
19033,,Male
19036,Female,
19037,Male,
19038,Male,
19039,,Female
19040,,Male
19041,Male,
19042,0,
19044,0,
19045,Male,
19047,Male,
19048,,Male
19049,,0
19050,,Male
19052,Male,
19054,,0
19055,,Male
19056,,Male
19057,Male,
19059,,0
19061,Male,
19062,Male,
19063,Male,
19064,Male,
19067,,0
19068,,Female
19069,Male,
19070,,Female
19073,Male,
19074,,Male
19076,,0
19078,Female,
19079,Male,
19080,Male,
19083,Male,
19084,Male,
19085,Male,
19087,Male,
19088,0,
19089,Male,
19090,Male,
19091,Male,
19092,Female,
19095,0,
19096,,Male
19098,Male,
19101,,0
19105,Male,
19106,Male,
19107,,0
19108,Male,
19109,Male,
19110,Male,
19112,Female,
19113,,0
19115,Male,
19119,0,
19120,,Male
19122,0,
19124,Male,
19126,Male,
19127,Other,
19128,,Male
19129,,0
19131,,Male
19142,,Male
19143,,Male
19144,Male,
19147,0,
19148,Male,
19150,Male,
19153,,0
19156,,0
19157,Male,
19160,,Female
19161,0,
19163,Male,
19165,,0
19169,Male,
19170,Male,
19173,Male,
19174,Male,
19175,,Male
19176,Male,
19178,,Male
19179,Male,
19180,Male,
19181,Male,
19185,Male,
19187,Male,
19191,,Female
19192,Male,
19193,Male,
19194,Male,
19196,0,
19198,Male,
19199,Male,
19201,Male,
19205,Male,
19206,Male,
19207,Male,
19212,Male,
19214,Male,
19215,,Male
19216,Male,
19217,Male,
19219,Male,
19221,Male,
19223,0,
19225,Female,
19226,,Male
19228,Male,
19231,Male,
19233,Male,
19235,0,
19236,,0
19241,Male,
19244,Female,
19246,Male,
19248,,Male
19249,Male,
19250,Male,
19251,,Male
19252,,Male
19253,Female,
19254,Male,
19255,Male,
19257,,Female
19258,Male,
19262,,0
19264,0,
19265,,Male
19266,Other,
19267,Male,
19268,,Male
19270,0,
19273,,Male
19274,Male,
19275,Male,
19276,Male,
19277,Male,
19280,Female,
19282,Female,
19283,Male,
19284,Male,
19287,0,
19289,,Male
19290,Male,
19292,,Male
19293,0,
19297,Male,
19301,Male,
19302,Male,
19304,0,
19305,,Male
19306,Female,
19307,Male,
19308,Male,
19309,0,
19312,Male,
19315,0,
19317,Male,
19318,Male,
19320,Male,
19323,Male,
19325,Male,
19326,Male,
19327,,Male
19328,Male,
19329,,Male
19330,Male,
19331,,Male
19333,,Male
19334,Male,
19335,0,
19337,Male,
19339,Male,
19341,,0
19345,Male,
19346,,0
19351,0,
19353,0,
19354,Male,
19356,Male,
19357,,0
19358,0,
19360,Male,
19362,,Male
19363,Male,
19364,,Male
19365,Male,
19366,Male,
19367,Male,
19368,Male,
19369,Male,
19370,,0
19373,Male,
19374,0,
19375,,0
19376,Male,
19377,Male,
19378,Male,
19379,Male,
19380,Male,
19382,Male,
19383,,Male
19384,,0
19386,,Male
19387,Male,
19388,,Male
19389,,0
19391,Female,
19392,,0
19393,,Male
19394,,Male
19395,0,
19396,0,
19397,0,
19399,0,
19400,Male,
19401,0,
19402,0,
19404,Male,
19405,Male,
19407,Male,
19409,0,
19410,,0
19411,0,
19414,0,
19415,0,
19416,,Male
19418,,Male
19420,Female,
19421,,Male
19422,Male,
19424,Male,
19425,0,
19426,Male,
19427,Male,
19429,Male,
19431,,Male
19432,0,
19433,Female,
19434,Male,
19435,0,
19436,0,
19438,,Male
19439,,0
19440,Male,
19442,Male,
19443,,0
19444,,Male
19445,Male,
19446,0,
19447,,0
19448,Male,
19449,Male,
19450,0,
19451,0,
19452,Male,
19453,Male,
19454,Female,
19455,,Male
19456,,Male
19457,,0
19458,,Male
19463,,Male
19464,,Male
19465,0,
19466,Male,
19467,Female,
19469,0,
19470,Male,
19472,Male,
19474,,0
19475,Male,
19476,Male,
19477,0,
19479,,0
19480,Male,
19481,,Male
19482,Male,
19483,0,
19484,Male,
19485,Male,
19488,Male,
19489,Male,
19490,Male,
19492,,Female
19493,,Male
19495,,0
19496,Male,
19497,Male,
19500,Male,
19502,,0
19503,Male,
19506,Male,
19507,,Male
19510,0,
19511,Male,
19512,Male,
19513,,Male
19514,0,
19515,,Male
19517,Male,
19519,0,
19520,0,
19522,Male,
19523,0,
19524,Male,
19525,0,
19526,Male,
19528,Male,
19529,0,
19530,,Male
19531,Male,
19532,0,
19534,,Male
19536,Male,
19537,Male,
19539,Male,
19544,Male,
19546,Male,
19548,0,
19549,Male,
19552,Male,
19555,Male,
19559,,Male
19560,,Male
19561,0,
19562,Male,
19563,Male,
19565,0,
19566,,Male
19568,Male,
19569,Male,
19570,,0
19571,0,
19572,,Male
19573,Male,
19574,Male,
19575,Male,
19578,Male,
19579,Male,
19580,Male,
19581,Male,
19582,,Male
19583,Male,
19584,0,
19586,,Male
19587,0,
19588,Male,
19589,Female,
19590,0,
19592,Male,
19593,,0
19594,,Male
19595,Male,
19597,Male,
19598,Male,
19599,Male,
19600,Male,
19601,Male,
19605,,0
19606,0,
19608,Male,
19609,Male,
19612,Male,
19613,Male,
19614,Male,
19615,Male,
19616,Male,
19617,0,
19618,Male,
19619,0,
19620,0,
19622,Male,
19623,Male,
19627,Male,
19628,Male,
19629,,0
19630,Male,
19631,Male,
19632,,0
19633,0,
19634,0,
19635,,Male
19637,,0
19638,Male,
19639,Male,
19640,Male,
19642,0,
19643,Male,
19645,Male,
19646,,Female
19649,,Male
19656,Male,
19657,,Male
19658,Male,
19663,Female,
19664,Male,
19665,Male,
19667,Male,
19669,Male,
19670,Male,
19671,Male,
19674,Male,
19675,0,
19676,0,
19683,0,
19684,Male,
19686,,Male
19687,Male,
19688,0,
19689,0,
19690,,Male
19691,Male,
19692,Male,
19693,0,
19695,,Male
19696,0,
19697,,Male
19698,,Male
19700,Male,
19702,,Male
19704,0,
19705,Male,
19706,0,
19707,,Male
19708,,Male
19709,Male,
19711,Male,
19712,0,
19713,0,
19715,0,
19716,Male,
19718,Male,
19720,,0
19724,,Male
19727,,0
19728,,Male
19731,0,
19732,,Male
19733,0,
19735,Male,
19736,Female,
19737,Male,
19738,Male,
19740,0,
19741,,Male
19743,Male,
19748,0,
19749,Male,
19757,Male,
19758,,Male
19759,0,
19760,Male,
19762,Male,
19763,0,
19764,0,
19765,0,
19767,Male,
19768,,Male
19769,,0
19770,,Male
19771,,0
19772,0,
19775,0,
19777,Male,
19778,Male,
19781,Male,
19782,Female,
19784,Male,
19787,0,
19789,Male,
19792,0,
19795,,Male
19796,Male,
19797,Female,
19798,Male,
19799,Male,
19800,Male,
19801,,0
19802,Male,
19803,0,
19804,Male,
19805,0,
19806,Male,
19808,Male,
19809,Male,
19810,Male,
19817,0,
19818,Male,
19819,Male,
19822,0,
19823,0,
19824,Male,
19825,Male,
19826,Male,
19827,Male,
19828,Male,
19832,Male,
19833,Male,
19834,Male,
19835,,Male
19837,Male,
19838,,Male
19839,,Male
19841,0,
19844,Male,
19845,Female,
19848,0,
19849,Male,
19851,Male,
19852,,Male
19853,0,
19854,,0
19855,Male,
19858,0,
19859,,Male
19861,,0
19862,Female,
19869,Male,
19870,0,
19871,0,
19873,Male,
19874,,Male
19875,Male,
19877,Male,
19879,0,
19882,Male,
19884,Male,
19886,0,
19889,0,
19891,Male,
19893,Male,
19898,,Male
19899,,Male
19901,Female,
19902,Male,
19904,Male,
19905,Male,
19906,,Male
19910,Male,
19912,Male,
19913,,0
19914,,Male
19915,,0
19919,Male,
19920,Male,
19925,Male,
19926,Male,
19930,0,
19931,,0
19933,Male,
19935,Male,
19936,0,
19940,Male,
19941,0,
19943,,Male
19948,Male,
19950,0,
19953,,Male
19957,Male,
19958,,Male
19959,Male,
19960,0,
19961,,0
19964,,Male
19965,Female,
19968,,Male
19969,Male,
19971,Male,
19972,,Male
19973,Male,
19974,Male,
19975,Male,
19978,,Other
19982,Male,
19983,Male,
19984,Male,
19986,,0
19989,,0
19991,0,
19993,,Male
19994,,Male
19998,Female,
20002,Male,
20003,Male,
20004,Male,
20007,Male,
20008,Male,
20012,Male,
20013,,Male
20014,Male,
20015,Male,
20016,,0
20018,Male,
20019,Male,
20022,Female,
20023,0,
20024,Male,
20025,Male,
20026,,Male
20030,0,
20033,Other,
20036,Male,
20038,Male,
20039,,Male
20040,0,
20041,,Male
20043,Male,
20046,,Female
20047,Male,
20048,Male,
20049,Male,
20051,Male,
20052,,0
20054,,0
20055,Male,
20060,Male,
20061,Male,
20062,,Male
20063,Male,
20065,Male,
20066,,Male
20067,Male,
20072,0,
20075,,0
20076,0,
20077,Male,
20081,,Male
20086,Female,
20087,Male,
20089,,0
20093,Male,
20095,Male,
20097,Other,
20099,Male,
20100,,Male
20101,,0
20106,,0
20110,Male,
20112,Female,
20114,,Male
20115,Male,
20116,0,
20117,Male,
20121,,0
20122,0,
20123,0,
20124,Male,
20127,,Male
20129,Male,
20131,Male,
20135,Male,
20136,Male,
20138,Male,
20139,,Male
20140,Female,
20141,Female,
20143,Male,
20145,0,
20146,Female,
20147,,0
20149,0,
20153,,0
20155,Male,
20156,0,
20158,Male,
20161,Female,
20162,Male,
20166,0,
20167,,Male
20168,Male,
20171,Male,
20172,Male,
20176,,Male
20177,,Male
20180,,0
20181,0,
20182,,Male
20183,,0
20186,,Male
20187,Male,
20188,Female,
20190,,Male
20191,,Female
20193,,Male
20194,Male,
20195,Male,
20197,Male,
20198,,0
20201,,0
20202,0,
20203,Male,
20204,Male,
20207,,Male
20208,Male,
20209,Male,
20212,Male,
20214,,Male
20218,Male,
20220,,Male
20221,0,
20222,Male,
20223,,Male
20225,0,
20226,,0
20227,Male,
20228,Male,
20229,Male,
20230,0,
20231,,0
20232,,Male
20234,,0
20238,,Male
20239,0,
20246,Male,
20247,Male,
20248,Male,
20251,Male,
20252,Male,
20254,Female,
20255,0,
20256,,Male
20257,0,
20258,0,
20259,Male,
20260,Male,
20261,Male,
20264,,0
20265,,Male
20271,,0
20272,Female,
20273,Male,
20274,,0
20276,,Male
20277,,0
20282,,0
20283,0,
20284,0,
20288,Male,
20289,Male,
20290,,0
20292,,0
20293,0,
20294,Male,
20296,Female,
20298,Male,
20301,Male,
20302,0,
20305,,Male
20307,,Male
20309,0,
20310,,Male
20311,Male,
20312,Male,
20313,,Female
20314,,Male
20315,Male,
20316,Male,
20317,Male,
20320,,Male
20322,Male,
20323,,Male
20324,0,
20325,Male,
20328,,Male
20329,Male,
20330,,Male
20332,0,
20334,,0
20336,Male,
20338,,0
20340,0,
20341,Male,
20342,,Male
20344,Male,
20346,Female,
20350,0,
20351,Male,
20353,Female,
20354,,Male
20355,0,
20359,Male,
20364,Male,
20366,Male,
20368,Male,
20369,Male,
20370,Male,
20372,0,
20374,0,
20375,0,
20376,Male,
20377,,Male
20378,,Male
20379,0,
20382,,0
20386,Female,
20387,,Male
20388,Male,
20389,,0
20390,,0
20391,Male,
20393,Male,
20394,Male,
20395,Female,
20396,Female,
20397,,0
20398,0,
20399,,0
20400,Male,
20401,0,
20402,Male,
20403,0,
20405,,0
20406,,0
20410,Male,
20411,Male,
20412,Male,
20414,Male,
20416,Male,
20417,Female,
20420,,Female
20421,0,
20423,Female,
20428,0,
20429,Male,
20433,,0
20434,Male,
20439,Male,
20440,,Male
20441,0,
20442,Female,
20444,,Male
20445,Male,
20446,0,
20448,,Male
20450,Male,
20452,Male,
20454,,Female
20455,,0
20457,,Male
20458,0,
20462,0,
20463,,0
20464,,Male
20465,Male,
20466,0,
20467,Male,
20468,,0
20469,Male,
20470,,0
20474,Male,
20479,0,
20481,Male,
20483,,0
20485,Male,
20486,,0
20487,0,
20488,Male,
20489,Male,
20490,Male,
20491,0,
20493,Male,
20494,Male,
20495,,Male
20496,0,
20500,Male,
20501,,Male
20502,0,
20503,Male,
20506,,0
20508,,0
20510,Male,
20511,0,
20512,,0
20517,Male,
20518,Male,
20519,Male,
20520,Male,
20521,Male,
20522,Male,
20524,Male,
20525,,0
20526,0,
20528,Male,
20529,0,
20530,Male,
20531,Male,
20532,Female,
20533,Male,
20534,Male,
20535,Male,
20537,Male,
20539,,Male
20541,0,
20542,Male,
20544,Male,
20547,,0
20548,,0
20549,Male,
20552,0,
20553,0,
20555,Male,
20556,,0
20557,Male,
20559,,Male
20560,0,
20562,,Male
20565,,0
20566,Male,
20568,Male,
20574,,0
20575,,0
20576,Male,
20578,Male,
20581,Male,
20582,Male,
20583,0,
20584,Male,
20586,Male,
20587,0,
20588,,0
20589,,Male
20590,Male,
20592,Male,
20593,Male,
20594,Male,
20595,Male,
20597,Male,
20598,Male,
20599,Male,
20600,Male,
20601,,0
20603,0,
20604,Male,
20605,Male,
20606,,0
20608,0,
20609,,0
20613,Male,
20614,0,
20616,Female,
20617,Male,
20618,Male,
20619,,Female
20620,Male,
20621,,0
20623,Male,
20626,Male,
20630,Male,
20631,0,
20632,,Male
20636,Male,
20638,Male,
20639,Male,
20641,0,
20642,Male,
20643,Male,
20645,Male,
20646,0,
20649,Male,
20651,Female,
20652,Male,
20653,,Male
20654,0,
20655,0,
20657,0,
20658,0,
20664,Male,
20667,0,
20668,Male,
20669,Female,
20672,Male,
20673,,0
20674,,Male
20676,Male,
20678,,0
20681,Male,
20683,Male,
20684,,Male
20685,,Male
20686,Female,
20688,,Other
20692,Male,
20697,Male,
20698,Male,
20699,Male,
20701,Male,
20702,,Male
20703,Male,
20704,0,
20705,Male,
20706,0,
20708,,Male
20711,,0
20712,Male,
20713,,0
20715,,0
20717,Male,
20719,,0
20720,Male,
20726,Male,
20727,Male,
20728,Male,
20729,,0
20731,0,
20732,,Other
20733,Male,
20734,Male,
20738,Male,
20739,0,
20740,Male,
20741,Male,
20743,Male,
20744,,Male
20747,Male,
20748,0,
20749,Male,
20751,0,
20752,,Male
20753,,Male
20757,,0
20762,Female,
20763,Male,
20765,,0
20766,0,
20769,Male,
20774,Male,
20777,,0
20779,0,
20780,Male,
20784,0,
20785,,Male
20787,Male,
20788,Male,
20791,,0
20795,0,
20796,Male,
20797,Male,
20798,,Male
20799,0,
20801,,Male
20803,Male,
20804,,Male
20806,Male,
20808,Male,
20810,0,
20813,Male,
20815,Male,
20816,,Male
20818,Male,
20820,0,
20823,Male,
20826,Male,
20828,0,
20835,,Male
20836,,Male
20839,Male,
20842,Female,
20845,,0
20847,Male,
20848,Female,
20850,Male,
20854,Male,
20857,,Female
20858,Male,
20859,Female,
20861,,Other
20862,,Male
20864,Male,
20865,Male,
20866,0,
20868,Male,
20869,Other,
20871,Male,
20873,0,
20875,Male,
20877,0,
20878,Male,
20879,,0
20881,Male,
20882,0,
20885,Male,
20888,Male,
20889,Male,
20890,Male,
20892,,0
20895,,Male
20896,Male,
20897,0,
20898,,Male
20901,,Male
20902,Male,
20905,Male,
20908,,0
20911,,0
20912,,0
20915,,0
20916,0,
20919,Male,
20920,Male,
20922,,0
20926,,0
20927,Male,
20928,0,
20929,Male,
20931,,Male
20934,,Male
20936,Male,
20937,,Male
20941,0,
20944,,Male
20947,,Male
20949,0,
20950,Male,
20952,Male,
20953,,Male
20955,,Male
20957,,Male
20958,Male,
20960,,Male
20961,,Male
20962,Male,
20963,Female,
20966,0,
20968,,0
20969,Male,
20970,Male,
20971,Male,
20972,Male,
20973,,0
20974,,Female
20976,Male,
20979,Male,
20981,Male,
20982,Male,
20985,Male,
20986,,0
20987,Male,
20988,,Male
20990,0,
20991,,Male
20993,0,
20994,Male,
20995,,0
20996,,Male
20998,,Male
20999,,0
21001,Male,
21002,Male,
21003,,Female
21006,Male,
21007,0,
21008,Male,
21009,Male,
21013,Male,
21014,0,
21020,Male,
21021,Male,
21024,,Male
21026,,Male
21029,Male,
21030,,Male
21031,Female,
21033,Male,
21034,,Other
21035,Male,
21036,Male,
21037,,Male
21040,0,
21042,0,
21043,0,
21045,Male,
21048,,0
21050,Male,
21051,,Female
21053,Male,
21055,0,
21060,,Male
21061,,0
21062,Male,
21063,,Male
21065,,Male
21067,,Male
21068,Male,
21069,,0
21070,,0
21072,0,
21073,,0
21074,Male,
21075,Male,
21076,Male,
21078,Female,
21079,Male,
21080,0,
21083,Male,
21085,Male,
21086,0,
21088,Male,
21090,0,
21092,0,
21093,,Female
21094,,0
21095,,Male
21097,0,
21098,,0
21101,,Male
21102,Male,
21104,0,
21105,,0
21106,Male,
21109,Male,
21110,,Male
21111,Female,
21112,Male,
21113,Male,
21114,,0
21115,Male,
21116,,Male
21118,0,
21119,,Male
21123,,0
21129,,0
21130,0,
21131,0,
21132,,Male
21134,,Male
21137,Male,
21140,Male,
21142,Male,
21145,,0
21147,Male,
21148,Male,
21149,Male,
21150,Male,
21151,Male,
21153,Female,
21156,Male,
21157,,Male
21158,Male,
21160,,Male
21161,,0
21162,Male,
21164,,Male
21165,Male,
21168,0,
21170,Male,
21171,Male,
21173,Female,
21174,Female,
21175,Male,
21176,Male,
21178,Male,
21179,,Male
21180,,Male
21183,Male,
21184,Male,
21186,,Male
21190,0,
21192,,0
21193,Male,
21196,Male,
21197,Male,
21198,0,
21199,0,
21200,0,
21201,Male,
21205,Male,
21207,Male,
21212,,0
21215,Female,
21216,,0
21218,Male,
21220,Male,
21221,Male,
21222,Male,
21225,Male,
21226,0,
21227,,0
21229,,Male
21233,,Male
21234,Male,
21236,,0
21238,,0
21242,,Female
21248,0,
21251,Male,
21252,,Male
21253,,0
21254,Male,
21255,Male,
21256,,Male
21258,Male,
21259,,Male
21261,,Female
21262,0,
21264,Male,
21266,0,
21267,0,
21269,Female,
21271,,Male
21272,Male,
21273,,0
21274,0,
21276,Male,
21278,0,
21279,Male,
21280,,0
21281,,Male
21282,0,
21284,Male,
21285,Male,
21286,Male,
21287,Male,
21288,0,
21289,Male,
21290,0,
21292,0,
21293,Male,
21294,,0
21295,,Male
21297,0,
21298,,Male
21299,Male,
21304,,Male
21305,0,
21306,Male,
21307,Male,
21310,Male,
21311,,Female
21313,0,
21314,,Male
21316,Male,
21317,Male,
21319,,Male
21320,0,
21321,,Male
21322,Male,
21324,Male,
21325,Male,
21326,0,
21329,,Male
21330,0,
21333,,0
21334,0,
21336,,0
21337,Male,
21338,,Male
21340,Female,
21341,0,
21342,Male,
21344,Female,
21345,0,
21346,0,
21347,0,
21348,Male,
21352,Male,
21354,,Male
21355,0,
21357,Male,
21360,Male,
21361,,0
21363,Male,
21364,Male,
21365,,0
21367,Male,
21368,,Male
21369,Male,
21371,Female,
21372,Male,
21374,,0
21375,,Female
21376,,Male
21378,Male,
21382,Female,
21384,Male,
21385,Male,
21386,Male,
21389,0,
21391,Male,
21393,Female,
21395,,Male
21398,,Male
21400,Male,
21401,Male,
21402,0,
21403,Male,
21404,Male,
21405,Male,
21409,0,
21411,0,
21412,Male,
21413,Male,
21414,Male,
21417,Male,
21418,,Male
21419,Male,
21424,,Male
21426,0,
21427,Male,
21430,Male,
21431,0,
21435,Male,
21436,Female,
21437,,Male
21438,Male,
21442,Male,
21443,Male,
21445,,0
21446,0,
21447,Male,
21448,Male,
21449,Male,
21450,Male,
21451,Male,
21452,,0
21455,0,
21456,,Male
21458,Male,
21463,Male,
21464,,Male
21466,Male,
21467,0,
21468,0,
21471,,0
21472,0,
21473,Male,
21474,0,
21476,,Male
21477,0,
21478,Male,
21480,0,
21481,,Male
21482,0,
21484,0,
21485,,0
21486,0,
21487,Male,
21489,,Female
21492,Male,
21495,0,
21497,0,
